date,combined_equity
2001-01-23 00:00:00,1.0
2001-01-24 00:00:00,1.0
2001-01-25 00:00:00,1.0
2001-01-26 00:00:00,1.0
2001-01-29 00:00:00,1.0
2001-01-30 00:00:00,1.0
2001-01-31 00:00:00,1.0
2001-02-01 00:00:00,1.0
2001-02-02 00:00:00,1.0
2001-02-05 00:00:00,1.0
2001-02-06 00:00:00,1.0
2001-02-07 00:00:00,1.0
2001-02-08 00:00:00,1.0
2001-02-09 00:00:00,1.0
2001-02-12 00:00:00,1.0
2001-02-13 00:00:00,1.0
2001-02-14 00:00:00,1.0
2001-02-15 00:00:00,1.0
2001-02-16 00:00:00,1.0
2001-02-20 00:00:00,1.0
2001-02-21 00:00:00,1.0
2001-02-22 00:00:00,1.0
2001-02-23 00:00:00,1.0
2001-02-26 00:00:00,1.0
2001-02-27 00:00:00,1.0
2001-02-28 00:00:00,1.0
2001-03-01 00:00:00,1.0
2001-03-02 00:00:00,1.0
2001-03-05 00:00:00,1.0
2001-03-06 00:00:00,1.0
2001-03-07 00:00:00,1.0
2001-03-08 00:00:00,1.0
2001-03-09 00:00:00,1.0
2001-03-12 00:00:00,1.0
2001-03-13 00:00:00,1.0
2001-03-14 00:00:00,1.0
2001-03-15 00:00:00,1.0
2001-03-16 00:00:00,1.0
2001-03-19 00:00:00,1.0
2001-03-20 00:00:00,1.0
2001-03-21 00:00:00,1.0
2001-03-22 00:00:00,1.0
2001-03-23 00:00:00,1.0
2001-03-26 00:00:00,1.0
2001-03-27 00:00:00,1.0
2001-03-28 00:00:00,1.0
2001-03-29 00:00:00,1.0
2001-03-30 00:00:00,1.0
2001-04-02 00:00:00,1.0
2001-04-03 00:00:00,1.0
2001-04-04 00:00:00,1.0
2001-04-05 00:00:00,1.0
2001-04-06 00:00:00,1.0
2001-04-09 00:00:00,1.0
2001-04-10 00:00:00,1.0
2001-04-11 00:00:00,1.0
2001-04-12 00:00:00,1.0
2001-04-16 00:00:00,1.0
2001-04-17 00:00:00,1.0
2001-04-18 00:00:00,1.0
2001-04-19 00:00:00,1.0
2001-04-20 00:00:00,1.0
2001-04-23 00:00:00,1.0
2001-04-24 00:00:00,1.0
2001-04-25 00:00:00,1.0
2001-04-26 00:00:00,1.0
2001-04-27 00:00:00,1.0
2001-04-30 00:00:00,1.0
2001-05-01 00:00:00,1.0
2001-05-02 00:00:00,1.0
2001-05-03 00:00:00,1.0
2001-05-04 00:00:00,1.0
2001-05-07 00:00:00,1.0
2001-05-08 00:00:00,1.0
2001-05-09 00:00:00,1.0
2001-05-10 00:00:00,1.0
2001-05-11 00:00:00,1.0
2001-05-14 00:00:00,1.0
2001-05-15 00:00:00,1.0
2001-05-16 00:00:00,1.0
2001-05-17 00:00:00,1.0
2001-05-18 00:00:00,1.0
2001-05-21 00:00:00,1.0
2001-05-22 00:00:00,0.9960855849229321
2001-05-23 00:00:00,1.0023486490462408
2001-05-24 00:00:00,1.00365345407193
2001-05-25 00:00:00,0.9973903899486214
2001-05-29 00:00:00,1.0031315320616543
2001-05-30 00:00:00,0.9921711698458643
2001-05-31 00:00:00,0.9979123119588971
2001-06-01 00:00:00,0.9913882868304507
2001-06-04 00:00:00,0.9937369358766914
2001-06-05 00:00:00,0.9773992111890307
2001-06-06 00:00:00,0.9773992111890307
2001-06-07 00:00:00,0.9773992111890307
2001-06-08 00:00:00,0.9773992111890307
2001-06-11 00:00:00,0.9773992111890307
2001-06-12 00:00:00,0.9773992111890307
2001-06-13 00:00:00,0.9773992111890307
2001-06-14 00:00:00,0.9773992111890307
2001-06-15 00:00:00,0.9773992111890307
2001-06-18 00:00:00,0.9773992111890307
2001-06-19 00:00:00,0.9773992111890307
2001-06-20 00:00:00,0.9773992111890307
2001-06-21 00:00:00,0.9773992111890307
2001-06-22 00:00:00,0.9773992111890307
2001-06-25 00:00:00,0.9773992111890307
2001-06-26 00:00:00,0.9773992111890307
2001-06-27 00:00:00,0.9773992111890307
2001-06-28 00:00:00,0.9773992111890307
2001-06-29 00:00:00,0.9773992111890307
2001-07-02 00:00:00,0.9773992111890307
2001-07-03 00:00:00,0.9773992111890307
2001-07-05 00:00:00,0.9773992111890307
2001-07-06 00:00:00,0.9773992111890307
2001-07-09 00:00:00,0.9773992111890307
2001-07-10 00:00:00,0.9773992111890307
2001-07-11 00:00:00,0.9773992111890307
2001-07-12 00:00:00,0.9773992111890307
2001-07-13 00:00:00,0.9773992111890307
2001-07-16 00:00:00,0.9773992111890307
2001-07-17 00:00:00,0.9773992111890307
2001-07-18 00:00:00,0.9773992111890307
2001-07-19 00:00:00,0.9773992111890307
2001-07-20 00:00:00,0.9773992111890307
2001-07-23 00:00:00,0.9773992111890307
2001-07-24 00:00:00,0.9773992111890307
2001-07-25 00:00:00,0.9773992111890307
2001-07-26 00:00:00,0.9773992111890307
2001-07-27 00:00:00,0.9773992111890307
2001-07-30 00:00:00,0.9773992111890307
2001-07-31 00:00:00,0.9773992111890307
2001-08-01 00:00:00,0.9773992111890307
2001-08-02 00:00:00,0.9773992111890307
2001-08-03 00:00:00,0.9773992111890307
2001-08-06 00:00:00,0.9715729460068651
2001-08-07 00:00:00,0.9758455404737866
2001-08-08 00:00:00,0.979341299583086
2001-08-09 00:00:00,0.9587965164434092
2001-08-10 00:00:00,0.9587965164434092
2001-08-13 00:00:00,0.9587965164434092
2001-08-14 00:00:00,0.9587965164434092
2001-08-15 00:00:00,0.9587965164434092
2001-08-16 00:00:00,0.9587965164434092
2001-08-17 00:00:00,0.9473397661359443
2001-08-20 00:00:00,0.9512903696902425
2001-08-21 00:00:00,0.9408023169958093
2001-08-22 00:00:00,0.9408023169958093
2001-08-23 00:00:00,0.9408023169958093
2001-08-24 00:00:00,0.9408023169958093
2001-08-27 00:00:00,0.9408023169958093
2001-08-28 00:00:00,0.9408023169958093
2001-08-29 00:00:00,0.9408023169958093
2001-08-30 00:00:00,0.9408023169958093
2001-08-31 00:00:00,0.9408023169958093
2001-09-04 00:00:00,0.9408023169958093
2001-09-05 00:00:00,0.9408023169958093
2001-09-06 00:00:00,0.9408023169958093
2001-09-07 00:00:00,0.9408023169958093
2001-09-10 00:00:00,0.9408023169958093
2001-09-17 00:00:00,0.9408023169958093
2001-09-18 00:00:00,0.9408023169958093
2001-09-19 00:00:00,0.9408023169958093
2001-09-20 00:00:00,0.9408023169958093
2001-09-21 00:00:00,0.9408023169958093
2001-09-24 00:00:00,0.9408023169958093
2001-09-25 00:00:00,0.9408023169958093
2001-09-26 00:00:00,0.9408023169958093
2001-09-27 00:00:00,0.9408023169958093
2001-09-28 00:00:00,0.9408023169958093
2001-10-01 00:00:00,0.9408023169958093
2001-10-02 00:00:00,0.9408023169958093
2001-10-03 00:00:00,0.9408023169958093
2001-10-04 00:00:00,0.9408023169958093
2001-10-05 00:00:00,0.9408023169958093
2001-10-08 00:00:00,0.9408023169958093
2001-10-09 00:00:00,0.9408023169958093
2001-10-10 00:00:00,0.9408023169958093
2001-10-11 00:00:00,0.9408023169958093
2001-10-12 00:00:00,0.9408023169958093
2001-10-15 00:00:00,0.9408023169958093
2001-10-16 00:00:00,0.9408023169958093
2001-10-17 00:00:00,0.9408023169958093
2001-10-18 00:00:00,0.9408023169958093
2001-10-19 00:00:00,0.9408023169958093
2001-10-22 00:00:00,0.9408023169958093
2001-10-23 00:00:00,0.9408023169958093
2001-10-24 00:00:00,0.9408023169958093
2001-10-25 00:00:00,0.9408023169958093
2001-10-26 00:00:00,0.9408023169958093
2001-10-29 00:00:00,0.9408023169958093
2001-10-30 00:00:00,0.9408023169958093
2001-10-31 00:00:00,0.9408023169958093
2001-11-01 00:00:00,0.9408023169958093
2001-11-02 00:00:00,0.9443110073604202
2001-11-05 00:00:00,0.9521080970595555
2001-11-06 00:00:00,0.9524979515445121
2001-11-07 00:00:00,0.9563964963940799
2001-11-08 00:00:00,0.9661428585179989
2001-11-09 00:00:00,0.977448638581745
2001-11-12 00:00:00,0.9951729828858192
2001-11-13 00:00:00,1.007808495947375
2001-11-14 00:00:00,1.025407960568828
2001-11-15 00:00:00,1.021797813979812
2001-11-16 00:00:00,1.01909020403805
2001-11-19 00:00:00,1.0388561118739794
2001-11-20 00:00:00,1.0139992063181253
2001-11-21 00:00:00,1.0158612999042134
2001-11-23 00:00:00,1.0158612999042134
2001-11-26 00:00:00,1.00119727991477
2001-11-27 00:00:00,0.9942795758018312
2001-11-28 00:00:00,0.9942795758018312
2001-11-29 00:00:00,0.9942795758018312
2001-11-30 00:00:00,0.9942795758018312
2001-12-03 00:00:00,0.9942795758018312
2001-12-04 00:00:00,0.9942795758018312
2001-12-05 00:00:00,0.9942795758018312
2001-12-06 00:00:00,0.9876264488463841
2001-12-07 00:00:00,0.9987865327716504
2001-12-10 00:00:00,0.9748082339902213
2001-12-11 00:00:00,0.9748082339902213
2001-12-12 00:00:00,0.9748082339902213
2001-12-13 00:00:00,0.9748082339902213
2001-12-14 00:00:00,0.9748082339902213
2001-12-17 00:00:00,0.9748082339902213
2001-12-18 00:00:00,0.9748082339902213
2001-12-19 00:00:00,0.9748082339902213
2001-12-20 00:00:00,0.9748082339902213
2001-12-21 00:00:00,0.9748082339902213
2001-12-24 00:00:00,0.9748082339902213
2001-12-26 00:00:00,0.9748082339902213
2001-12-27 00:00:00,0.9748082339902213
2001-12-28 00:00:00,0.9748082339902213
2001-12-31 00:00:00,0.9748082339902213
2002-01-02 00:00:00,0.9748082339902213
2002-01-03 00:00:00,0.9748082339902213
2002-01-04 00:00:00,0.9717524904834188
2002-01-07 00:00:00,0.9672587500322387
2002-01-08 00:00:00,0.952557100672005
2002-01-09 00:00:00,0.952557100672005
2002-01-10 00:00:00,0.952557100672005
2002-01-11 00:00:00,0.952557100672005
2002-01-14 00:00:00,0.952557100672005
2002-01-15 00:00:00,0.952557100672005
2002-01-16 00:00:00,0.952557100672005
2002-01-17 00:00:00,0.952557100672005
2002-01-18 00:00:00,0.952557100672005
2002-01-22 00:00:00,0.952557100672005
2002-01-23 00:00:00,0.952557100672005
2002-01-24 00:00:00,0.952557100672005
2002-01-25 00:00:00,0.952557100672005
2002-01-28 00:00:00,0.9495425836557216
2002-01-29 00:00:00,0.9322091108120912
2002-01-30 00:00:00,0.9282375851270382
2002-01-31 00:00:00,0.9282375851270382
2002-02-01 00:00:00,0.9282375851270382
2002-02-04 00:00:00,0.9282375851270382
2002-02-05 00:00:00,0.9282375851270382
2002-02-06 00:00:00,0.9282375851270382
2002-02-07 00:00:00,0.9282375851270382
2002-02-08 00:00:00,0.9282375851270382
2002-02-11 00:00:00,0.9282375851270382
2002-02-12 00:00:00,0.9282375851270382
2002-02-13 00:00:00,0.9282375851270382
2002-02-14 00:00:00,0.9282375851270382
2002-02-15 00:00:00,0.9238000312069008
2002-02-19 00:00:00,0.9207638101036488
2002-02-20 00:00:00,0.92613558590171
2002-02-21 00:00:00,0.9249678085543054
2002-02-22 00:00:00,0.937813359375756
2002-02-25 00:00:00,0.9445864679907029
2002-02-26 00:00:00,0.9457542453381075
2002-02-27 00:00:00,0.950892465666688
2002-02-28 00:00:00,0.9525273539530543
2002-03-01 00:00:00,0.9646722383660623
2002-03-04 00:00:00,0.966155260736107
2002-03-05 00:00:00,0.9537446422419226
2002-03-06 00:00:00,0.9602197475432362
2002-03-07 00:00:00,0.9429830172311393
2002-03-08 00:00:00,0.9429830172311393
2002-03-11 00:00:00,0.9429830172311393
2002-03-12 00:00:00,0.9429830172311393
2002-03-13 00:00:00,0.9429830172311393
2002-03-14 00:00:00,0.9429830172311393
2002-03-15 00:00:00,0.9464935688840561
2002-03-18 00:00:00,0.9470786608262088
2002-03-19 00:00:00,0.9678494247726327
2002-03-20 00:00:00,0.9429830172311393
2002-03-21 00:00:00,0.9459084769419033
2002-03-22 00:00:00,0.9570252238428062
2002-03-25 00:00:00,0.9415202873757573
2002-03-26 00:00:00,0.9514668503923547
2002-03-27 00:00:00,0.9690196086569383
2002-03-28 00:00:00,0.9619985053511049
2002-04-01 00:00:00,0.9505892124791254
2002-04-02 00:00:00,0.9640463271486396
2002-04-03 00:00:00,0.9895294215971621
2002-04-04 00:00:00,0.9895294215971621
2002-04-05 00:00:00,0.9895294215971621
2002-04-08 00:00:00,0.9895294215971621
2002-04-09 00:00:00,0.9895294215971621
2002-04-10 00:00:00,0.9895294215971621
2002-04-11 00:00:00,0.9895294215971621
2002-04-12 00:00:00,0.9895294215971621
2002-04-15 00:00:00,0.9895294215971621
2002-04-16 00:00:00,0.9895294215971621
2002-04-17 00:00:00,0.9895294215971621
2002-04-18 00:00:00,0.9781239608348518
2002-04-19 00:00:00,0.9760290802866723
2002-04-22 00:00:00,0.9702099676528405
2002-04-23 00:00:00,0.98510689599545
2002-04-24 00:00:00,0.9827792509419172
2002-04-25 00:00:00,0.9476365590294824
2002-04-26 00:00:00,0.9476365590294824
2002-04-29 00:00:00,0.9476365590294824
2002-04-30 00:00:00,0.9476365590294824
2002-05-01 00:00:00,0.9476365590294824
2002-05-02 00:00:00,0.9476365590294824
2002-05-03 00:00:00,0.9476365590294824
2002-05-06 00:00:00,0.9476365590294824
2002-05-07 00:00:00,0.9476365590294824
2002-05-08 00:00:00,0.9476365590294824
2002-05-09 00:00:00,0.9476365590294824
2002-05-10 00:00:00,0.9476365590294824
2002-05-13 00:00:00,0.9476365590294824
2002-05-14 00:00:00,0.9476365590294824
2002-05-15 00:00:00,0.9476365590294824
2002-05-16 00:00:00,0.9476365590294824
2002-05-17 00:00:00,0.9476365590294824
2002-05-20 00:00:00,0.9476365590294824
2002-05-21 00:00:00,0.9476365590294824
2002-05-22 00:00:00,0.9476365590294824
2002-05-23 00:00:00,0.9476365590294824
2002-05-24 00:00:00,0.9476365590294824
2002-05-28 00:00:00,0.9476365590294824
2002-05-29 00:00:00,0.9476365590294824
2002-05-30 00:00:00,0.9476365590294824
2002-05-31 00:00:00,0.9476365590294824
2002-06-03 00:00:00,0.9476365590294824
2002-06-04 00:00:00,0.9476365590294824
2002-06-05 00:00:00,0.9476365590294824
2002-06-06 00:00:00,0.9476365590294824
2002-06-07 00:00:00,0.9476365590294824
2002-06-10 00:00:00,0.9476365590294824
2002-06-11 00:00:00,0.9476365590294824
2002-06-12 00:00:00,0.9476365590294824
2002-06-13 00:00:00,0.9476365590294824
2002-06-14 00:00:00,0.9476365590294824
2002-06-17 00:00:00,0.9476365590294824
2002-06-18 00:00:00,0.9476365590294824
2002-06-19 00:00:00,0.9476365590294824
2002-06-20 00:00:00,0.9476365590294824
2002-06-21 00:00:00,0.9476365590294824
2002-06-24 00:00:00,0.9476365590294824
2002-06-25 00:00:00,0.9476365590294824
2002-06-26 00:00:00,0.9476365590294824
2002-06-27 00:00:00,0.9476365590294824
2002-06-28 00:00:00,0.9476365590294824
2002-07-01 00:00:00,0.9476365590294824
2002-07-02 00:00:00,0.9476365590294824
2002-07-03 00:00:00,0.9476365590294824
2002-07-05 00:00:00,0.9476365590294824
2002-07-08 00:00:00,0.9476365590294824
2002-07-09 00:00:00,0.9476365590294824
2002-07-10 00:00:00,0.9476365590294824
2002-07-11 00:00:00,0.9476365590294824
2002-07-12 00:00:00,0.9476365590294824
2002-07-15 00:00:00,0.9476365590294824
2002-07-16 00:00:00,0.9476365590294824
2002-07-17 00:00:00,0.9476365590294824
2002-07-18 00:00:00,0.9476365590294824
2002-07-19 00:00:00,0.9476365590294824
2002-07-22 00:00:00,0.9476365590294824
2002-07-23 00:00:00,0.9476365590294824
2002-07-24 00:00:00,0.9476365590294824
2002-07-25 00:00:00,0.9476365590294824
2002-07-26 00:00:00,0.9476365590294824
2002-07-29 00:00:00,0.9476365590294824
2002-07-30 00:00:00,0.9476365590294824
2002-07-31 00:00:00,0.9476365590294824
2002-08-01 00:00:00,0.9476365590294824
2002-08-02 00:00:00,0.9476365590294824
2002-08-05 00:00:00,0.9476365590294824
2002-08-06 00:00:00,0.9476365590294824
2002-08-07 00:00:00,0.9476365590294824
2002-08-08 00:00:00,0.9476365590294824
2002-08-09 00:00:00,0.9476365590294824
2002-08-12 00:00:00,0.9476365590294824
2002-08-13 00:00:00,0.9476365590294824
2002-08-14 00:00:00,0.9476365590294824
2002-08-15 00:00:00,0.9476365590294824
2002-08-16 00:00:00,0.9476365590294824
2002-08-19 00:00:00,0.9476365590294824
2002-08-20 00:00:00,0.9476365590294824
2002-08-21 00:00:00,0.9476365590294824
2002-08-22 00:00:00,0.9476365590294824
2002-08-23 00:00:00,0.9476365590294824
2002-08-26 00:00:00,0.9476365590294824
2002-08-27 00:00:00,0.9476365590294824
2002-08-28 00:00:00,0.9476365590294824
2002-08-29 00:00:00,0.9476365590294824
2002-08-30 00:00:00,0.9476365590294824
2002-09-03 00:00:00,0.9476365590294824
2002-09-04 00:00:00,0.9476365590294824
2002-09-05 00:00:00,0.9476365590294824
2002-09-06 00:00:00,0.9476365590294824
2002-09-09 00:00:00,0.9476365590294824
2002-09-10 00:00:00,0.9476365590294824
2002-09-11 00:00:00,0.9476365590294824
2002-09-12 00:00:00,0.9476365590294824
2002-09-13 00:00:00,0.9476365590294824
2002-09-16 00:00:00,0.9476365590294824
2002-09-17 00:00:00,0.9476365590294824
2002-09-18 00:00:00,0.9476365590294824
2002-09-19 00:00:00,0.9476365590294824
2002-09-20 00:00:00,0.9476365590294824
2002-09-23 00:00:00,0.9476365590294824
2002-09-24 00:00:00,0.9476365590294824
2002-09-25 00:00:00,0.9476365590294824
2002-09-26 00:00:00,0.9476365590294824
2002-09-27 00:00:00,0.9476365590294824
2002-09-30 00:00:00,0.9476365590294824
2002-10-01 00:00:00,0.9476365590294824
2002-10-02 00:00:00,0.9476365590294824
2002-10-03 00:00:00,0.9476365590294824
2002-10-04 00:00:00,0.9476365590294824
2002-10-07 00:00:00,0.9476365590294824
2002-10-08 00:00:00,0.9476365590294824
2002-10-09 00:00:00,0.9476365590294824
2002-10-10 00:00:00,0.9476365590294824
2002-10-11 00:00:00,0.9476365590294824
2002-10-14 00:00:00,0.9476365590294824
2002-10-15 00:00:00,0.9476365590294824
2002-10-16 00:00:00,0.9476365590294824
2002-10-17 00:00:00,0.9476365590294824
2002-10-18 00:00:00,0.9476365590294824
2002-10-21 00:00:00,0.9476365590294824
2002-10-22 00:00:00,0.9476365590294824
2002-10-23 00:00:00,0.9476365590294824
2002-10-24 00:00:00,0.9476365590294824
2002-10-25 00:00:00,0.9476365590294824
2002-10-28 00:00:00,0.9476365590294824
2002-10-29 00:00:00,0.9476365590294824
2002-10-30 00:00:00,0.9476365590294824
2002-10-31 00:00:00,0.9476365590294824
2002-11-01 00:00:00,0.9476365590294824
2002-11-04 00:00:00,0.9476365590294824
2002-11-05 00:00:00,0.9476365590294824
2002-11-06 00:00:00,0.9476365590294824
2002-11-07 00:00:00,0.9476365590294824
2002-11-08 00:00:00,0.9476365590294824
2002-11-11 00:00:00,0.9476365590294824
2002-11-12 00:00:00,0.9476365590294824
2002-11-13 00:00:00,0.9476365590294824
2002-11-14 00:00:00,0.9476365590294824
2002-11-15 00:00:00,0.9476365590294824
2002-11-18 00:00:00,0.9476365590294824
2002-11-19 00:00:00,0.9476365590294824
2002-11-20 00:00:00,0.9476365590294824
2002-11-21 00:00:00,0.9476365590294824
2002-11-22 00:00:00,0.9476365590294824
2002-11-25 00:00:00,0.9476365590294824
2002-11-26 00:00:00,0.9476365590294824
2002-11-27 00:00:00,0.9476365590294824
2002-11-29 00:00:00,0.9363783716608879
2002-12-02 00:00:00,0.9391929185030365
2002-12-03 00:00:00,0.9359092805205298
2002-12-04 00:00:00,0.9216331483913274
2002-12-05 00:00:00,0.9216331483913274
2002-12-06 00:00:00,0.9216331483913274
2002-12-09 00:00:00,0.9216331483913274
2002-12-10 00:00:00,0.9216331483913274
2002-12-11 00:00:00,0.9216331483913274
2002-12-12 00:00:00,0.9216331483913274
2002-12-13 00:00:00,0.9216331483913274
2002-12-16 00:00:00,0.9216331483913274
2002-12-17 00:00:00,0.9216331483913274
2002-12-18 00:00:00,0.9216331483913274
2002-12-19 00:00:00,0.9216331483913274
2002-12-20 00:00:00,0.9216331483913274
2002-12-23 00:00:00,0.9216331483913274
2002-12-24 00:00:00,0.9216331483913274
2002-12-26 00:00:00,0.9216331483913274
2002-12-27 00:00:00,0.9216331483913274
2002-12-30 00:00:00,0.9216331483913274
2002-12-31 00:00:00,0.9216331483913274
2003-01-02 00:00:00,0.9216331483913274
2003-01-03 00:00:00,0.9216331483913274
2003-01-06 00:00:00,0.9216331483913274
2003-01-07 00:00:00,0.9216331483913274
2003-01-08 00:00:00,0.9216331483913274
2003-01-09 00:00:00,0.9216331483913274
2003-01-10 00:00:00,0.9216331483913274
2003-01-13 00:00:00,0.9216331483913274
2003-01-14 00:00:00,0.9216331483913274
2003-01-15 00:00:00,0.9216331483913274
2003-01-16 00:00:00,0.9216331483913274
2003-01-17 00:00:00,0.9216331483913274
2003-01-21 00:00:00,0.9216331483913274
2003-01-22 00:00:00,0.9216331483913274
2003-01-23 00:00:00,0.9216331483913274
2003-01-24 00:00:00,0.9216331483913274
2003-01-27 00:00:00,0.9216331483913274
2003-01-28 00:00:00,0.9216331483913274
2003-01-29 00:00:00,0.9216331483913274
2003-01-30 00:00:00,0.9216331483913274
2003-01-31 00:00:00,0.9216331483913274
2003-02-03 00:00:00,0.9216331483913274
2003-02-04 00:00:00,0.9216331483913274
2003-02-05 00:00:00,0.9216331483913274
2003-02-06 00:00:00,0.9216331483913274
2003-02-07 00:00:00,0.9216331483913274
2003-02-10 00:00:00,0.9216331483913274
2003-02-11 00:00:00,0.9216331483913274
2003-02-12 00:00:00,0.9216331483913274
2003-02-13 00:00:00,0.9216331483913274
2003-02-14 00:00:00,0.9216331483913274
2003-02-18 00:00:00,0.9216331483913274
2003-02-19 00:00:00,0.9216331483913274
2003-02-20 00:00:00,0.9216331483913274
